ID,Name,Tracks
AL011851,UNNAMED,14,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720623,0000,,TS,41.7,-74.5,45,,,,,,,,,,,,,,
ID,Name,Tracks
AL031972,UNNAMED,8,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720619,0000,,TD,27.5,-69.0,20,,,,,,,,,,,,,,
19720619,0600,,TD,28.0,-68.5,25,,,,,,,,,,,,,,
19720619,1200,,TD,28.5,-68.0,25,,,,,,,,,,,,,,
19720619,1800,,TD,29.2,-67.5,25,,,,,,,,,,,,,,
19720620,0000,,TD,29.8,-67.0,25,,,,,,,,,,,,,,
19720620,0600,,TD,30.4,-66.5,25,,,,,,,,,,,,,,
19720620,1200,,TD,31.0,-66.0,20,,,,,,,,,,,,,,
19720620,1800,,TD,31.5,-65.5,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL041972,UNNAMED,10,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720710,1200,,TD,27.0,-78.5,20,,,,,,,,,,,,,,
19720710,1800,,TD,28.1,-78.5,25,,,,,,,,,,,,,,
19720711,0000,,TD,29.2,-78.5,25,,,,,,,,,,,,,,
19720711,0600,,TD,30.3,-78.5,25,,,,,,,,,,,,,,
19720711,1200,,TD,31.5,-78.5,25,,,,,,,,,,,,,,
19720711,1800,,TD,32.1,-78.4,25,,,,,,,,,,,,,,
19720712,0000,,TD,32.7,-78.3,25,,,,,,,,,,,,,,
19720712,0600,,TD,33.3,-78.2,25,,,,,,,,,,,,,,
19720712,1200,,TD,34.0,-78.0,25,,,,,,,,,,,,,,
19720712,1800,,TD,34.8,-77.5,-99,,,,,,,,,,,,,,
ID,Name,Tracks
AL051972,UNNAMED,18,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720716,1200,,TD,37.0,-38.5,20,,,,,,,,,,,,,,
19720716,1800,,TD,37.4,-39.1,20,,,,,,,,,,,,,,
19720717,0000,,TD,37.8,-39.7,25,,,,,,,,,,,,,,
19720717,0600,,TD,38.1,-40.3,25,,,,,,,,,,,,,,
19720717,1200,,TD,38.5,-41.0,25,,,,,,,,,,,,,,
19720717,1800,,TD,38.5,-41.5,25,,,,,,,,,,,,,,
19720718,0000,,TD,38.5,-42.0,25,,,,,,,,,,,,,,
19720718,0600,,TD,38.5,-42.5,25,,,,,,,,,,,,,,
19720718,1200,,TD,38.5,-43.0,20,,,,,,,,,,,,,,
19720718,1800,,TD,38.2,-43.1,20,,,,,,,,,,,,,,
19720719,0000,,TD,38.0,-43.2,20,,,,,,,,,,,,,,
19720719,0600,,TD,37.7,-43.3,20,,,,,,,,,,,,,,
19720719,1200,,TD,37.5,-43.5,20,,,,,,,,,,,,,,
19720719,1800,,TD,37.8,-41.8,25,,,,,,,,,,,,,,
19720720,0000,,TD,38.2,-40.2,25,,,,,,,,,,,,,,
19720720,0600,,TD,38.6,-38.6,25,,,,,,,,,,,,,,
19720720,1200,,TD,39.0,-37.0,25,,,,,,,,,,,,,,
19720720,1800,,TD,39.5,-35.5,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL061972,UNNAMED,13,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720731,1200,,TD,29.0,-57.0,20,,,,,,,,,,,,,,
19720731,1800,,TD,28.4,-57.9,20,,,,,,,,,,,,,,
19720801,0000,,TD,27.8,-58.8,20,,,,,,,,,,,,,,
19720801,0600,,TD,27.2,-59.6,20,,,,,,,,,,,,,,
19720801,1200,,TD,26.5,-60.5,25,,,,,,,,,,,,,,
19720801,1800,,TD,25.7,-61.6,25,,,,,,,,,,,,,,
19720802,0000,,TD,25.0,-62.7,25,,,,,,,,,,,,,,
19720802,0600,,TD,24.3,-63.9,25,,,,,,,,,,,,,,
19720802,1200,,TD,23.5,-65.0,25,,,,,,,,,,,,,,
19720802,1800,,TD,23.6,-66.0,25,,,,,,,,,,,,,,
19720803,0000,,TD,23.7,-67.0,25,,,,,,,,,,,,,,
19720803,0600,,TD,23.8,-68.0,20,,,,,,,,,,,,,,
19720803,1200,,TD,24.0,-69.0,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL071972,UNNAMED,10,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720805,1200,,TD,15.0,-15.0,-99,,,,,,,,,,,,,,
19720805,1800,,TD,14.8,-17.2,20,,,,,,,,,,,,,,
19720806,0000,,TD,14.5,-19.5,25,,,,,,,,,,,,,,
19720806,0600,,TD,14.2,-21.7,25,,,,,,,,,,,,,,
19720806,1200,,TD,14.0,-24.0,25,,,,,,,,,,,,,,
19720806,1800,,TD,14.0,-26.1,25,,,,,,,,,,,,,,
19720807,0000,,TD,14.0,-28.2,25,,,,,,,,,,,,,,
19720807,0600,,TD,14.0,-30.4,25,,,,,,,,,,,,,,
19720807,1200,,TD,14.0,-32.5,25,,,,,,,,,,,,,,
19720807,1800,,TD,14.0,-35.0,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL081972,UNNAMED,13,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720812,1200,,TD,32.0,-77.0,20,,,,,,,,,,,,,,
19720812,1800,,TD,32.0,-76.8,20,,,,,,,,,,,,,,
19720813,0000,,TD,32.1,-76.5,25,,,,,,,,,,,,,,
19720813,0600,,TD,32.1,-76.2,25,,,,,,,,,,,,,,
19720813,1200,,TD,32.2,-76.0,25,,,,,,,,,,,,,,
19720813,1800,,TD,32.2,-75.6,25,,,,,,,,,,,,,,
19720814,0000,,TD,32.3,-75.3,25,,,,,,,,,,,,,,
19720814,0600,,TD,32.4,-74.9,25,,,,,,,,,,,,,,
19720814,1200,,TD,32.5,-74.5,25,,,,,,,,,,,,,,
19720814,1800,,TD,32.7,-74.1,25,,,,,,,,,,,,,,
19720815,0000,,TD,32.8,-73.7,20,,,,,,,,,,,,,,
19720815,0600,,TD,32.9,-73.4,20,,,,,,,,,,,,,,
19720815,1200,,TD,33.0,-73.0,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL091972,UNNAMED,9,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720816,1200,,TD,14.0,-17.0,20,,,,,,,,,,,,,,
19720816,1800,,TD,14.2,-18.4,20,,,,,,,,,,,,,,
19720817,0000,,TD,14.5,-19.8,25,,,,,,,,,,,,,,
19720817,0600,,TD,14.7,-21.1,25,,,,,,,,,,,,,,
19720817,1200,,TD,15.0,-22.5,25,,,,,,,,,,,,,,
19720817,1800,,TD,15.0,-23.7,25,,,,,,,,,,,,,,
19720818,0000,,TD,15.0,-25.0,25,,,,,,,,,,,,,,
19720818,0600,,TD,15.0,-26.2,20,,,,,,,,,,,,,,
19720818,1200,,TD,15.0,-27.5,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL101972,BETTY,42,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720822,1200,,SD,36.5,-64.0,30,,,,,,,,,,,,,,
19720822,1800,,SD,37.0,-62.5,30,,,,,,,,,,,,,,
19720823,0000,,SD,37.5,-61.0,30,,,,,,,,,,,,,,
19720823,0600,,SD,37.5,-59.5,30,,,,,,,,,,,,,,
19720823,1200,,SD,37.5,-58.0,30,,,,,,,,,,,,,,
19720823,1800,,SD,37.3,-56.8,30,,,,,,,,,,,,,,
19720824,0000,,SS,37.2,-56.2,35,,,,,,,,,,,,,,
19720824,0600,,SS,37.2,-55.5,35,,,,,,,,,,,,,,
19720824,1200,,SS,37.2,-54.8,35,,,,,,,,,,,,,,
19720824,1800,,SS,37.3,-54.3,35,,,,,,,,,,,,,,
19720825,0000,,SS,37.3,-53.8,35,,,,,,,,,,,,,,
19720825,0600,,SS,37.3,-53.5,40,,,,,,,,,,,,,,
19720825,1200,,SS,37.3,-53.3,45,997,,,,,,,,,,,,,
19720825,1800,,SS,37.2,-53.1,45,1002,,,,,,,,,,,,,
19720826,0000,,SS,37.4,-52.9,55,992,,,,,,,,,,,,,
19720826,0600,,SS,37.7,-52.7,55,,,,,,,,,,,,,,
19720826,1200,,SS,38.0,-52.4,55,998,,,,,,,,,,,,,
19720826,1800,,SS,38.3,-52.0,55,998,,,,,,,,,,,,,
19720827,0000,,SS,38.5,-51.0,60,,,,,,,,,,,,,,
19720827,0600,,SS,38.5,-49.0,60,,,,,,,,,,,,,,
19720827,1200,,HU,38.8,-46.6,80,987,,,,,,,,,,,,,
19720827,1800,,HU,40.0,-44.6,85,,,,,,,,,,,,,,
19720828,0000,,HU,40.5,-42.6,90,976,,,,,,,,,,,,,
19720828,0600,,HU,40.9,-40.7,85,,,,,,,,,,,,,,
19720828,1200,,HU,41.1,-39.9,85,977,,,,,,,,,,,,,
19720828,1800,,HU,41.2,-37.0,85,978,,,,,,,,,,,,,
19720829,0000,,HU,41.0,-35.7,85,981,,,,,,,,,,,,,
19720829,0600,,HU,41.2,-34.6,85,982,,,,,,,,,,,,,
19720829,1200,,HU,41.6,-33.4,85,986,,,,,,,,,,,,,
19720829,1800,,HU,41.7,-32.5,80,989,,,,,,,,,,,,,
19720830,0000,,HU,41.6,-32.2,75,989,,,,,,,,,,,,,
19720830,0600,,HU,41.5,-32.1,75,989,,,,,,,,,,,,,
19720830,1200,,HU,41.2,-32.2,70,996,,,,,,,,,,,,,
19720830,1800,,HU,40.9,-32.6,65,999,,,,,,,,,,,,,
19720831,0000,,TS,40.6,-34.0,55,1002,,,,,,,,,,,,,
19720831,0600,,TS,40.7,-35.4,45,1006,,,,,,,,,,,,,
19720831,1200,,TS,41.1,-36.8,40,1006,,,,,,,,,,,,,
19720831,1800,,TS,41.9,-37.8,40,1008,,,,,,,,,,,,,
19720901,0000,,TS,42.9,-38.0,35,,,,,,,,,,,,,,
19720901,0600,,TS,44.0,-38.1,40,,,,,,,,,,,,,,
19720901,1200,,TS,45.1,-37.9,45,999,,,,,,,,,,,,,
19720901,1800,,TS,46.2,-37.9,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL111972,CARRIE,29,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720829,1200,,TD,29.0,-78.5,30,1012,,,,,,,,,,,,,
19720829,1800,,TD,29.8,-77.2,30,,,,,,,,,,,,,,
19720830,0000,,TD,30.5,-76.0,30,,,,,,,,,,,,,,
19720830,0600,,TD,31.0,-75.0,30,,,,,,,,,,,,,,
19720830,1200,,TD,31.5,-74.0,30,,,,,,,,,,,,,,
19720830,1800,,TD,32.0,-73.0,30,,,,,,,,,,,,,,
19720831,0000,,TS,32.5,-72.0,35,,,,,,,,,,,,,,
19720831,0600,,TS,33.0,-71.2,40,,,,,,,,,,,,,,
19720831,1200,,TS,33.5,-70.5,45,,,,,,,,,,,,,,
19720831,1800,,TS,33.8,-69.7,50,1002,,,,,,,,,,,,,
19720901,0000,,TS,34.3,-69.3,50,,,,,,,,,,,,,,
19720901,0600,,TS,34.5,-69.0,50,,,,,,,,,,,,,,
19720901,1200,,TS,35.0,-69.0,50,,,,,,,,,,,,,,
19720901,1800,,TS,35.2,-69.0,45,,,,,,,,,,,,,,
19720902,0000,,TS,35.5,-69.2,40,,,,,,,,,,,,,,
19720902,0600,,TS,36.2,-70.1,35,,,,,,,,,,,,,,
19720902,1200,,TS,36.9,-70.9,40,1007,,,,,,,,,,,,,
19720902,1800,,TS,37.4,-71.0,40,,,,,,,,,,,,,,
19720903,0000,,TS,37.9,-71.2,45,1002,,,,,,,,,,,,,
19720903,0600,,TS,38.8,-71.1,50,,,,,,,,,,,,,,
19720903,1200,,TS,39.7,-70.8,55,,,,,,,,,,,,,,
19720903,1800,,TS,40.6,-70.2,60,993,,,,,,,,,,,,,
19720904,0000,,EX,41.5,-69.5,55,992,,,,,,,,,,,,,
19720904,0600,,EX,42.8,-68.5,50,,,,,,,,,,,,,,
19720904,1200,,EX,44.8,-67.5,50,,,,,,,,,,,,,,
19720904,1800,,EX,45.7,-66.5,45,,,,,,,,,,,,,,
19720905,0000,,EX,46.5,-65.5,40,1005,,,,,,,,,,,,,
19720905,0600,,EX,46.8,-64.5,40,,,,,,,,,,,,,,
19720905,1200,,EX,47.0,-63.0,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL121972,UNNAMED,9,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720903,1200,,TD,30.5,-51.5,20,,,,,,,,,,,,,,
19720903,1800,,TD,30.8,-50.6,25,,,,,,,,,,,,,,
19720904,0000,,TD,31.2,-49.7,25,,,,,,,,,,,,,,
19720904,0600,,TD,31.6,-48.8,25,,,,,,,,,,,,,,
19720904,1200,,TD,32.0,-48.0,25,,,,,,,,,,,,,,
19720904,1800,,TD,32.5,-46.8,25,,,,,,,,,,,,,,
19720905,0000,,TD,33.0,-45.5,25,,,,,,,,,,,,,,
19720905,0600,,TD,33.5,-44.3,20,,,,,,,,,,,,,,
19720905,1200,,TD,34.0,-43.0,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL131972,DAWN,39,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720905,0000,,TD,23.8,-79.4,30,,,,,,,,,,,,,,
19720905,0600,,TD,24.3,-80.0,30,,,,,,,,,,,,,,
19720905,1200,,TD,24.9,-80.4,30,,,,,,,,,,,,,,
19720905,1800,,TD,25.6,-80.5,30,1007,,,,,,,,,,,,,
19720906,0000,,TD,26.2,-79.9,30,,,,,,,,,,,,,,
19720906,0600,,TD,26.8,-79.0,30,,,,,,,,,,,,,,
19720906,1200,,TS,27.3,-77.9,40,,,,,,,,,,,,,,
19720906,1800,,TS,28.2,-76.0,50,1005,,,,,,,,,,,,,
19720907,0000,,TS,29.2,-74.4,55,,,,,,,,,,,,,,
19720907,0600,,TS,30.2,-72.8,55,1001,,,,,,,,,,,,,
19720907,1200,,TS,32.0,-71.2,60,,,,,,,,,,,,,,
19720907,1800,,HU,33.8,-70.4,65,,,,,,,,,,,,,,
19720908,0000,,HU,35.2,-70.8,70,998,,,,,,,,,,,,,
19720908,0600,,HU,36.0,-71.5,70,,,,,,,,,,,,,,
19720908,1200,,HU,36.4,-72.4,70,997,,,,,,,,,,,,,
19720908,1800,,HU,36.6,-73.5,65,,,,,,,,,,,,,,
19720909,0000,,TS,36.1,-74.2,60,1000,,,,,,,,,,,,,
19720909,0600,,TS,35.6,-74.5,50,,,,,,,,,,,,,,
19720909,1200,,TS,35.0,-74.2,45,1005,,,,,,,,,,,,,
19720909,1800,,TS,34.8,-73.9,45,,,,,,,,,,,,,,
19720910,0000,,TS,34.1,-73.0,45,,,,,,,,,,,,,,
19720910,0600,,TS,33.4,-72.2,45,,,,,,,,,,,,,,
19720910,1200,,TS,32.9,-71.9,45,,,,,,,,,,,,,,
19720910,1800,,TS,32.0,-71.8,45,,,,,,,,,,,,,,
19720911,0000,,TS,31.2,-72.1,45,,,,,,,,,,,,,,
19720911,0600,,TS,30.7,-73.1,40,1007,,,,,,,,,,,,,
19720911,1200,,TS,30.2,-74.1,40,,,,,,,,,,,,,,
19720911,1800,,TS,30.1,-75.1,40,,,,,,,,,,,,,,
19720912,0000,,TS,30.1,-76.2,40,,,,,,,,,,,,,,
19720912,0600,,TS,30.2,-77.1,35,1014,,,,,,,,,,,,,
19720912,1200,,TS,30.7,-78.0,35,,,,,,,,,,,,,,
19720912,1800,,TD,31.0,-78.8,30,,,,,,,,,,,,,,
19720913,0000,,TD,30.8,-79.7,30,,,,,,,,,,,,,,
19720913,0600,,TD,30.8,-80.6,30,,,,,,,,,,,,,,
19720913,1200,,TD,31.1,-81.0,30,,,,,,,,,,,,,,
19720913,1800,,TD,31.7,-81.0,30,,,,,,,,,,,,,,
19720914,0000,,TD,31.9,-80.6,30,,,,,,,,,,,,,,
19720914,0600,,TD,32.4,-80.0,30,,,,,,,,,,,,,,
19720914,1200,,TD,32.8,-79.5,30,,,,,,,,,,,,,,
ID,Name,Tracks
AL141972,CHARLIE,11,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720919,1200,,SD,37.5,-59.5,25,,,,,,,,,,,,,,
19720919,1800,,SD,38.5,-59.3,30,1008,,,,,,,,,,,,,
19720920,0000,,SS,39.5,-59.0,35,,,,,,,,,,,,,,
19720920,0600,,SS,40.0,-57.5,40,,,,,,,,,,,,,,
19720920,1200,,SS,40.7,-54.2,50,1001,,,,,,,,,,,,,
19720920,1800,,SS,41.7,-49.8,50,,,,,,,,,,,,,,
19720921,0000,,SS,42.8,-45.4,55,,,,,,,,,,,,,,
19720921,0600,,EX,46.0,-40.0,60,992,,,,,,,,,,,,,
19720921,1200,,EX,49.5,-37.0,60,,,,,,,,,,,,,,
19720921,1800,,EX,52.0,-36.0,60,944,,,,,,,,,,,,,
19720922,0000,,EX,54.0,-36.0,60,,,,,,,,,,,,,,
ID,Name,Tracks
AL151972,UNNAMED,17,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19720920,1200,,TD,13.0,-33.0,20,,,,,,,,,,,,,,
19720920,1800,,TD,13.0,-34.0,25,,,,,,,,,,,,,,
19720921,0000,,TD,13.0,-35.0,25,,,,,,,,,,,,,,
19720921,0600,,TD,13.0,-36.0,25,,,,,,,,,,,,,,
19720921,1200,,TD,13.0,-37.0,25,,,,,,,,,,,,,,
19720921,1800,,TD,13.4,-37.7,25,,,,,,,,,,,,,,
19720922,0000,,TD,13.8,-38.5,25,,,,,,,,,,,,,,
19720922,0600,,TD,14.2,-39.2,25,,,,,,,,,,,,,,
19720922,1200,,TD,14.5,-40.0,25,,,,,,,,,,,,,,
19720922,1800,,TD,15.0,-40.5,25,,,,,,,,,,,,,,
19720923,0000,,TD,15.5,-41.0,25,,,,,,,,,,,,,,
19720923,0600,,TD,16.0,-41.5,25,,,,,,,,,,,,,,
19720923,1200,,TD,16.5,-42.0,20,,,,,,,,,,,,,,
19720923,1800,,TD,16.4,-43.2,20,,,,,,,,,,,,,,
19720924,0000,,TD,16.3,-44.4,20,,,,,,,,,,,,,,
19720924,0600,,TD,16.2,-45.5,20,,,,,,,,,,,,,,
19720924,1200,,TD,16.0,-46.5,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL161972,UNNAMED,9,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19721001,1200,,TD,29.5,-53.5,20,,,,,,,,,,,,,,
19721001,1800,,TD,30.7,-53.6,25,,,,,,,,,,,,,,
19721002,0000,,TD,32.0,-53.7,25,,,,,,,,,,,,,,
19721002,0600,,TD,33.2,-53.8,25,,,,,,,,,,,,,,
19721002,1200,,TD,34.5,-54.0,25,,,,,,,,,,,,,,
19721002,1800,,TD,35.7,-53.2,25,,,,,,,,,,,,,,
19721003,0000,,TD,37.0,-52.5,25,,,,,,,,,,,,,,
19721003,0600,,TD,38.2,-51.8,20,,,,,,,,,,,,,,
19721003,1200,,TD,39.5,-51.0,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL171972,UNNAMED,41,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19721005,1200,,TD,11.5,-18.0,20,,,,,,,,,,,,,,
19721005,1800,,TD,11.4,-20.0,25,,,,,,,,,,,,,,
19721006,0000,,TD,11.3,-22.0,25,,,,,,,,,,,,,,
19721006,0600,,TD,11.2,-24.0,25,,,,,,,,,,,,,,
19721006,1200,,TD,11.0,-26.0,30,,,,,,,,,,,,,,
19721006,1800,,TD,11.0,-28.0,30,,,,,,,,,,,,,,
19721007,0000,,TD,11.0,-30.0,30,,,,,,,,,,,,,,
19721007,0600,,TD,11.0,-32.0,30,,,,,,,,,,,,,,
19721007,1200,,TD,11.0,-34.0,30,,,,,,,,,,,,,,
19721007,1800,,TD,11.2,-35.2,30,,,,,,,,,,,,,,
19721008,0000,,TD,11.5,-36.5,30,,,,,,,,,,,,,,
19721008,0600,,TD,11.7,-37.8,30,,,,,,,,,,,,,,
19721008,1200,,TD,12.0,-39.0,30,,,,,,,,,,,,,,
19721008,1800,,TD,12.3,-39.9,30,,,,,,,,,,,,,,
19721009,0000,,TD,12.7,-40.8,30,,,,,,,,,,,,,,
19721009,0600,,TD,13.1,-41.6,30,,,,,,,,,,,,,,
19721009,1200,,TD,13.5,-42.5,30,,,,,,,,,,,,,,
19721009,1800,,TD,14.0,-43.2,30,,,,,,,,,,,,,,
19721010,0000,,TD,14.5,-44.0,30,,,,,,,,,,,,,,
19721010,0600,,TD,15.0,-44.8,30,,,,,,,,,,,,,,
19721010,1200,,TD,15.5,-45.5,30,,,,,,,,,,,,,,
19721010,1800,,TD,16.0,-46.2,30,,,,,,,,,,,,,,
19721011,0000,,TD,16.5,-47.0,30,,,,,,,,,,,,,,
19721011,0600,,TD,17.0,-47.8,30,,,,,,,,,,,,,,
19721011,1200,,TD,17.5,-48.5,30,,,,,,,,,,,,,,
19721011,1800,,TD,17.9,-49.1,30,,,,,,,,,,,,,,
19721012,0000,,TD,18.3,-49.7,30,,,,,,,,,,,,,,
19721012,0600,,TD,19.1,-50.3,30,,,,,,,,,,,,,,
19721012,1200,,TD,20.0,-51.0,30,,,,,,,,,,,,,,
19721012,1800,,TD,20.7,-51.5,30,,,,,,,,,,,,,,
19721013,0000,,TD,21.5,-52.0,30,,,,,,,,,,,,,,
19721013,0600,,TD,22.2,-52.5,30,,,,,,,,,,,,,,
19721013,1200,,TD,23.0,-53.0,30,,,,,,,,,,,,,,
19721013,1800,,TD,24.4,-53.2,30,,,,,,,,,,,,,,
19721014,0000,,TD,25.8,-53.5,30,,,,,,,,,,,,,,
19721014,0600,,TD,27.1,-53.7,30,,,,,,,,,,,,,,
19721014,1200,,TD,28.5,-54.0,30,,,,,,,,,,,,,,
19721014,1800,,TD,29.8,-53.3,30,,,,,,,,,,,,,,
19721015,0000,,TD,31.2,-52.5,25,,,,,,,,,,,,,,
19721015,0600,,TD,32.6,-51.8,25,,,,,,,,,,,,,,
19721015,1200,,TD,34.0,-51.0,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL181972,UNNAMED,17,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19721016,1200,,TD,12.0,-29.0,20,,,,,,,,,,,,,,
19721016,1800,,TD,12.0,-30.0,25,,,,,,,,,,,,,,
19721017,0000,,TD,12.0,-31.0,25,,,,,,,,,,,,,,
19721017,0600,,TD,12.0,-32.0,25,,,,,,,,,,,,,,
19721017,1200,,TD,12.0,-33.0,25,,,,,,,,,,,,,,
19721017,1800,,TD,12.2,-33.8,25,,,,,,,,,,,,,,
19721018,0000,,TD,12.5,-34.5,25,,,,,,,,,,,,,,
19721018,0600,,TD,12.7,-35.2,25,,,,,,,,,,,,,,
19721018,1200,,TD,13.0,-36.0,25,,,,,,,,,,,,,,
19721018,1800,,TD,13.2,-36.7,25,,,,,,,,,,,,,,
19721019,0000,,TD,13.3,-37.5,25,,,,,,,,,,,,,,
19721019,0600,,TD,13.4,-38.2,25,,,,,,,,,,,,,,
19721019,1200,,TD,13.5,-39.0,25,,,,,,,,,,,,,,
19721019,1800,,TD,13.6,-38.7,25,,,,,,,,,,,,,,
19721020,0000,,TD,13.7,-38.3,20,,,,,,,,,,,,,,
19721020,0600,,TD,13.8,-37.9,20,,,,,,,,,,,,,,
19721020,1200,,TD,14.0,-37.5,20,,,,,,,,,,,,,,
ID,Name,Tracks
AL191972,DELTA,25,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19721101,1800,,SD,35.0,-47.5,25,1013,,,,,,,,,,,,,
19721102,0000,,SS,34.7,-48.0,35,,,,,,,,,,,,,,
19721102,0600,,SS,34.4,-48.3,35,,,,,,,,,,,,,,
19721102,1200,,SS,34.2,-48.6,40,1003,,,,,,,,,,,,,
